DRUG,CYP****,RELATION,SPECIES,DATABASE,REFERENCES,OTHER INTERACTIONS,DRUG INFO
enfuvirtide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
enoxaparin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Enoximone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
entecavir , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Eosin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Epanolol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
eperisone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ephedrin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ephedrine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Epicillin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Epimestrol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Epomediol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Eprazinone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Eprozinol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Erdosteine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ergoloid mesylates , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Eritrityl tetranitrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
erlotinib , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
eslicarbazepine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
eszopiclone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etafenone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etallobarbital , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etamiphylline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etamivan , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etamsylate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etanercept , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethadione , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethchlorvynol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethenzamide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethisterone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethyl biscoumacetate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethyl chloride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethyl hydroxybenzoate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethyl loflazepate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ethylestrenol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etidocaine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etidronic acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etifoxine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etofamide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etofylline nicotinate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etoglucid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etohexadiol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etozolin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
etravirine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etybenzatropine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Etynodiol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
euflavine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
exenatide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
fampridine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fasturtex , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fasudil , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fazadinium bromide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Febarbamate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fedrilate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Felbinac , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenbufen , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fencamfamin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fendiline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
fenetylline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenoldopam , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenoverine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenoxazoline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenozolone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenpiprane , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenpiverinium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenpiverinium bromide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenquizone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenspiride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fentiazac , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenticonazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fentonium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fentonium bromide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fenyramidol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Feprazone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferric (59Fe) citrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferric ammonium citrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferric citrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferric hydroxide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferric sodium citrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous ascorbate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous aspartate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous carbonate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous chloride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous fumarate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous glycine sulfate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous iodine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous succinate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous sulfate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ferrous tartrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
ferumoxsil , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fipexide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Flavoxate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Floctafenine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
flomoxef , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fluanisone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Flubendazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fluclorolone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Flucloronide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Fludeoxyglucose (18F) , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
